train_r2,test_r2,train_mae,test_mae,train_rmse,test_rmse,overfit_gap,features
0.9997732227332926,0.935334034117161,0.0003797696402786275,0.00345048707578694,0.0006664685882415632,0.014632982597811095,0.06443918861613163,"Cs,MA,FA,Pb,I,Br,Cl"
